[info] Benchmark                                    (size)   Mode  Cnt          Score          Error  Units
[info] StringOfAsciiCharsReading.jsoniterScala          10  thrpt    5  118894217.591 ± 13310219.889  ops/s
[info] StringOfAsciiCharsReading.jsoniterScala         100  thrpt    5   37753567.345 ±  4406155.730  ops/s
[info] StringOfAsciiCharsReading.jsoniterScala        1000  thrpt    5    6972392.422 ±   124197.699  ops/s
[info] StringOfAsciiCharsReading.jsoniterScala       10000  thrpt    5     707366.526 ±     9600.511  ops/s
[info] StringOfAsciiCharsReading.jsoniterScala      100000  thrpt    5      68127.234 ±      405.583  ops/s
[info] StringOfAsciiCharsReading.jsoniterScala     1000000  thrpt    5       5418.742 ±       95.045  ops/s
[info] StringOfAsciiCharsReading.simdjsonJava            1  thrpt    5   17626576.781 ±  1181870.268  ops/s
[info] StringOfAsciiCharsReading.simdjsonJava           10  thrpt    5   17122186.260 ±  1104741.009  ops/s
[info] StringOfAsciiCharsReading.simdjsonJava          100  thrpt    5   11650135.392 ±   433651.425  ops/s
[info] StringOfAsciiCharsReading.simdjsonJava         1000  thrpt    5    7681333.464 ±   129218.381  ops/s
[info] StringOfAsciiCharsReading.simdjsonJava        10000  thrpt    5    1216693.708 ±    11857.377  ops/s
[info] StringOfAsciiCharsReading.simdjsonJava       100000  thrpt    5     115667.183 ±     1624.789  ops/s
[info] StringOfAsciiCharsReading.simdjsonJava      1000000  thrpt    5       4674.727 ±      128.224  ops/s
[info] StringOfEscapedCharsReading.jsoniterScala         1  thrpt    5   54151027.601 ±  3612893.888  ops/s
[info] StringOfEscapedCharsReading.jsoniterScala        10  thrpt    5   43963414.167 ±  6293021.032  ops/s
[info] StringOfEscapedCharsReading.jsoniterScala       100  thrpt    5   14383019.775 ±   459401.800  ops/s
[info] StringOfEscapedCharsReading.jsoniterScala      1000  thrpt    5    1876768.744 ±     8610.632  ops/s
[info] StringOfEscapedCharsReading.jsoniterScala     10000  thrpt    5     187388.199 ±     1213.853  ops/s
[info] StringOfEscapedCharsReading.jsoniterScala    100000  thrpt    5      12293.167 ±      253.232  ops/s
[info] StringOfEscapedCharsReading.jsoniterScala   1000000  thrpt    5       1274.419 ±       24.221  ops/s
[info] StringOfEscapedCharsReading.simdjsonJava          1  thrpt    5   14635930.164 ±  1256179.146  ops/s
[info] StringOfEscapedCharsReading.simdjsonJava         10  thrpt    5   10197004.867 ±   525852.900  ops/s
[info] StringOfEscapedCharsReading.simdjsonJava        100  thrpt    5    3213374.528 ±    59052.191  ops/s
[info] StringOfEscapedCharsReading.simdjsonJava       1000  thrpt    5     429637.777 ±     5831.158  ops/s
[info] StringOfEscapedCharsReading.simdjsonJava      10000  thrpt    5      39842.125 ±      570.067  ops/s
[info] StringOfEscapedCharsReading.simdjsonJava     100000  thrpt    5       3629.545 ±       52.262  ops/s
[info] StringOfEscapedCharsReading.simdjsonJava    1000000  thrpt    5        350.726 ±       12.351  ops/s
[info] StringOfNonAsciiCharsReading.jsoniterScala        1  thrpt    5   84164087.133 ±  7016611.721  ops/s
[info] StringOfNonAsciiCharsReading.jsoniterScala       10  thrpt    5   48338106.294 ± 10139117.906  ops/s
[info] StringOfNonAsciiCharsReading.jsoniterScala      100  thrpt    5   14448098.215 ±   345847.954  ops/s
[info] StringOfNonAsciiCharsReading.jsoniterScala     1000  thrpt    5    1710692.767 ±    17140.754  ops/s
[info] StringOfNonAsciiCharsReading.jsoniterScala    10000  thrpt    5     138915.272 ±      419.348  ops/s
[info] StringOfNonAsciiCharsReading.jsoniterScala   100000  thrpt    5      12247.844 ±       71.509  ops/s
[info] StringOfNonAsciiCharsReading.jsoniterScala  1000000  thrpt    5       1297.644 ±       16.323  ops/s
[info] StringOfNonAsciiCharsReading.simdjsonJava         1  thrpt    5   15023285.313 ±  1226989.493  ops/s
[info] StringOfNonAsciiCharsReading.simdjsonJava        10  thrpt    5   13685086.005 ±   541323.685  ops/s
[info] StringOfNonAsciiCharsReading.simdjsonJava       100  thrpt    5    6227403.642 ±    99852.384  ops/s
[info] StringOfNonAsciiCharsReading.simdjsonJava      1000  thrpt    5    1110856.445 ±     7680.271  ops/s
[info] StringOfNonAsciiCharsReading.simdjsonJava     10000  thrpt    5     102040.640 ±      954.302  ops/s
[info] StringOfNonAsciiCharsReading.simdjsonJava    100000  thrpt    5       8661.948 ±       98.715  ops/s
[info] StringOfNonAsciiCharsReading.simdjsonJava   1000000  thrpt    5        747.699 ±       10.359  ops/s
